client_id,first_name,last_name,gender,age,geography,tenure_years,credit_score,salary_monthly_rub,balance_rub,n_products,has_credit_card,is_active_member,will_churn,churn_date
7586,Дмитрий,Соколов,M,34,Регион,7,623,48893,0,2,1,1,0,
7587,Андрей,Новиков,M,50,Регион,10,463,105719,0,2,1,1,0,
7588,Анна,Иванова,F,37,Москва,3,638,50918,0,1,1,1,0,
7589,Светлана,Смирнова,F,61,Санкт-Петербург,7,563,62043,142559,3,1,1,0,
7590,Артём,Попов,M,31,Москва,8,789,67025,0,2,1,1,0,
7591,Павел,Воробьёв,M,26,Регион,10,514,72232,9306,2,1,1,0,
7592,Юлия,Воробьёва,F,23,Санкт-Петербург,2,773,36919,187852,1,1,0,0,
7593,Светлана,Соколова,F,47,Москва,8,632,94821,0,2,1,1,0,
7594,Екатерина,Виноградова,F,52,Санкт-Петербург,2,691,69773,94427,2,0,1,0,
7595,Дарья,Смирнова,F,31,Регион,10,512,30102,27825,1,1,1,0,
7596,Ирина,Новикова,F,25,Москва,5,619,45279,124979,1,1,1,0,
7597,Михаил,Волков,M,56,Москва,9,584,30000,219420,3,1,0,1,2025-12-31
7598,Ксения,Кузнецова,F,21,Регион,6,850,68071,105727,2,1,0,0,
7599,Максим,Васильев,M,50,Москва,0,581,80370,45080,1,0,1,0,
7600,Ольга,Морозова,F,31,Санкт-Петербург,3,765,68002,0,3,0,0,1,2026-04-03
7601,Ирина,Воробьёва,F,43,Санкт-Петербург,6,767,83274,0,1,1,0,0,
7602,Светлана,Попова,F,51,Москва,6,764,64866,60566,2,1,1,0,
7603,Ирина,Богданова,F,44,Москва,6,591,94586,147827,1,1,1,0,
7604,Дарья,Козлова,F,34,Москва,7,830,55451,58878,1,0,1,0,
7605,Наталья,Богданова,F,55,Москва,6,850,91225,0,1,0,1,0,
7606,Наталья,Волкова,F,41,Санкт-Петербург,1,687,30000,104404,1,1,0,1,2026-01-01
7607,Светлана,Морозова,F,80,Регион,0,603,30000,297545,3,1,1,0,
7608,Алексей,Петров,M,18,Москва,3,564,63068,54235,3,0,1,0,
7609,Сергей,Павлов,M,18,Регион,1,697,90281,238488,1,1,0,0,
7610,Ирина,Кузнецова,F,50,Санкт-Петербург,7,656,50713,208712,3,1,1,0,
7611,Светлана,Семёнова,F,38,Москва,10,668,87804,43616,3,1,1,0,
7612,Татьяна,Васильева,F,48,Санкт-Петербург,10,515,72108,16367,1,1,0,0,
7613,Ксения,Виноградова,F,25,Москва,6,653,30000,452214,1,1,1,0,
7614,Кирилл,Морозов,M,39,Регион,9,764,241355,0,1,1,1,0,
7615,Александр,Васильев,M,43,Москва,7,732,30000,0,1,1,0,0,
7616,Дарья,Новикова,F,31,Регион,1,609,33968,68845,1,1,1,0,
7617,Андрей,Волков,M,41,Регион,6,639,119341,31696,2,0,1,0,
7618,Ирина,Козлова,F,22,Москва,6,503,60588,210242,2,1,0,1,2026-03-22
7619,Светлана,Павлова,F,43,Регион,6,583,37772,0,2,1,1,0,
7620,Ксения,Соловьёва,F,55,Москва,8,616,45172,105115,2,0,0,0,
7621,Никита,Попов,M,23,Москва,10,713,35303,386965,2,0,0,0,
7622,Елена,Богданова,F,22,Москва,2,579,37043,111269,3,1,1,0,
7623,Никита,Лебедев,M,52,Регион,0,546,96142,653882,1,1,1,0,
7624,Павел,Зайцев,M,22,Регион,7,726,44406,96397,1,1,0,1,2026-01-06
7625,Сергей,Новиков,M,48,Регион,1,608,31538,16203,1,1,0,1,2026-04-16
7626,Артём,Воробьёв,M,39,Регион,4,566,37949,34068,2,0,0,1,2026-01-30
7627,Ксения,Васильева,F,33,Санкт-Петербург,10,731,54546,0,1,0,1,1,2026-04-13
7628,Дарья,Козлова,F,56,Регион,7,696,38198,113022,2,0,0,0,
7629,Никита,Волков,M,49,Регион,10,629,49772,613234,1,1,1,0,
7630,Дарья,Воробьёва,F,41,Регион,0,615,73782,123793,1,0,1,0,
7631,Ксения,Зайцева,F,18,Санкт-Петербург,7,688,44869,75036,2,1,0,0,
7632,Дарья,Новикова,F,47,Регион,3,704,35745,68607,1,0,0,1,2026-03-02
7633,Мария,Козлова,F,25,Москва,0,671,39416,0,2,0,1,0,
7634,Юлия,Попова,F,35,Регион,3,662,138038,162524,2,0,0,0,
7635,Дмитрий,Козлов,M,38,Регион,10,589,220790,257105,2,1,0,0,
7636,Максим,Воробьёв,M,61,Регион,4,595,61554,42428,3,1,0,1,2026-02-16
7637,Дмитрий,Павлов,M,35,Москва,10,633,92498,1470309,1,1,0,0,
7638,Ксения,Зайцева,F,21,Москва,1,554,34066,65290,1,1,0,0,
7639,Ирина,Соловьёва,F,56,Регион,7,542,42020,0,1,0,0,0,
7640,Андрей,Голубев,M,47,Регион,4,641,78431,413980,4,1,0,1,2026-01-30
7641,Максим,Воробьёв,M,47,Регион,3,749,30000,291571,2,0,1,0,
7642,Ирина,Богданова,F,56,Регион,5,443,95185,0,3,1,1,0,
7643,Максим,Кузнецов,M,59,Санкт-Петербург,6,611,42670,222662,3,0,0,0,
7644,Татьяна,Павлова,F,27,Регион,0,677,31360,0,3,0,1,1,2026-01-01
7645,Елена,Волкова,F,21,Москва,7,757,75577,0,1,1,0,0,
7646,Кирилл,Соловьёв,M,48,Москва,3,830,142267,130822,2,1,1,0,
7647,Никита,Волков,M,35,Санкт-Петербург,8,624,49622,0,1,1,0,0,
7648,Максим,Богданов,M,36,Москва,1,847,71345,0,1,1,0,1,2026-01-08
7649,Александр,Волков,M,25,Санкт-Петербург,3,696,78606,355021,1,0,1,0,
7650,Анна,Петрова,F,45,Регион,10,731,69148,0,3,1,0,1,2026-03-29
7651,Ольга,Голубева,F,43,Москва,2,543,32925,21938,2,1,1,0,
7652,Алексей,Лебедев,M,36,Регион,1,695,68467,123257,2,0,1,0,
7653,Екатерина,Петрова,F,21,Москва,6,740,66870,58298,2,0,1,0,
7654,Андрей,Новиков,M,53,Регион,6,581,30000,92822,2,0,1,0,
7655,Артём,Голубев,M,41,Москва,6,389,100162,109444,1,0,0,1,2026-01-13
7656,Светлана,Волкова,F,51,Регион,4,665,30000,12610,2,1,1,1,2026-02-07
7657,Татьяна,Петрова,F,18,Санкт-Петербург,1,629,64663,70218,1,0,1,0,
7658,Ольга,Богданова,F,39,Москва,3,784,148844,0,2,0,0,0,
7659,Кирилл,Голубев,M,29,Москва,0,596,51726,0,1,1,1,0,
7660,Елена,Соколова,F,38,Москва,9,579,31963,0,2,1,0,0,
7661,Никита,Павлов,M,49,Москва,2,533,83741,0,1,1,0,0,
7662,Анна,Воробьёва,F,42,Москва,7,587,138848,35312,3,0,1,0,
7663,Наталья,Кузнецова,F,38,Москва,2,850,30787,67388,1,1,0,0,
7664,Наталья,Богданова,F,38,Регион,6,491,30000,25509,1,0,0,0,
7665,Алексей,Кузнецов,M,19,Москва,1,516,121735,0,1,1,1,0,
7666,Михаил,Попов,M,27,Москва,1,645,99958,250469,1,1,0,1,2026-01-22
7667,Дарья,Морозова,F,51,Москва,3,847,75428,2566541,2,0,1,0,
7668,Александр,Иванов,M,32,Санкт-Петербург,2,724,30000,52172,2,1,1,0,
7669,Наталья,Морозова,F,52,Санкт-Петербург,3,805,85700,277223,1,0,0,0,
7670,Мария,Лебедева,F,48,Регион,3,611,111317,23013,1,0,1,0,
7671,Мария,Петрова,F,49,Санкт-Петербург,7,511,218346,0,1,1,0,0,
7672,Андрей,Морозов,M,42,Санкт-Петербург,4,605,50571,76307,2,1,1,0,
7673,Ольга,Волкова,F,33,Москва,1,638,65869,89223,2,0,0,0,
7674,Дмитрий,Голубев,M,36,Москва,10,651,30000,456126,4,1,1,1,2026-03-30
7675,Максим,Воробьёв,M,46,Регион,6,629,107046,0,1,1,1,0,
7676,Мария,Богданова,F,18,Москва,4,709,105506,30456,1,1,0,1,2026-02-27
7677,Дмитрий,Кузнецов,M,53,Регион,5,579,76291,86924,1,1,1,0,
7678,Наталья,Виноградова,F,32,Санкт-Петербург,3,557,122098,545749,2,1,0,0,
7679,Дарья,Павлова,F,37,Регион,4,530,37456,63481,2,1,0,1,2026-04-27
7680,Елена,Голубева,F,37,Санкт-Петербург,0,671,52529,142504,2,0,1,0,
7681,Екатерина,Соколова,F,38,Регион,9,661,53774,188276,1,0,1,0,
7682,Дарья,Павлова,F,22,Санкт-Петербург,4,759,115789,0,2,0,1,0,
7683,Алексей,Зайцев,M,40,Санкт-Петербург,7,805,117359,0,2,1,1,0,
7684,Ксения,Волкова,F,45,Регион,0,529,72448,73705,1,0,1,0,
7685,Михаил,Голубев,M,18,Регион,1,652,70205,9357,4,1,0,0,
7686,Дарья,Соколова,F,22,Санкт-Петербург,4,629,83329,0,1,1,1,0,
7687,Михаил,Новиков,M,49,Москва,0,496,48928,121398,1,1,1,0,
7688,Ирина,Новикова,F,47,Москва,10,597,135539,831545,1,1,0,0,
7689,Артём,Соловьёв,M,42,Регион,0,807,45654,196988,2,1,0,0,
7690,Сергей,Иванов,M,30,Москва,6,587,77476,0,1,1,0,1,2026-04-02
7691,Сергей,Морозов,M,47,Москва,3,570,41866,0,2,1,0,0,
7692,Александр,Петров,M,24,Москва,2,645,105672,0,1,1,1,1,2026-03-24
7693,Павел,Смирнов,M,36,Регион,1,741,56401,152564,2,1,0,0,
7694,Сергей,Семёнов,M,22,Санкт-Петербург,3,620,206889,0,1,0,1,0,
7695,Андрей,Лебедев,M,36,Санкт-Петербург,0,663,55499,0,1,1,0,0,
7696,Елена,Кузнецова,F,26,Регион,6,422,105074,3484,4,1,1,0,
7697,Никита,Семёнов,M,47,Москва,2,707,41015,31308,3,0,1,0,
7698,Юлия,Кузнецова,F,43,Регион,0,672,49794,5286,1,1,0,1,2026-01-10
7699,Кирилл,Козлов,M,31,Регион,1,738,58382,30397,2,1,1,0,
7700,Дарья,Павлова,F,51,Санкт-Петербург,9,463,73927,131898,1,1,0,0,
7701,Никита,Воробьёв,M,27,Регион,2,620,38258,559792,2,1,0,1,2026-03-05
7702,Екатерина,Павлова,F,38,Регион,6,746,42511,5234,1,1,1,0,
7703,Светлана,Зайцева,F,31,Москва,4,594,63169,0,1,0,1,0,
7704,Анна,Попова,F,47,Москва,5,655,76055,158638,1,0,1,0,
7705,Никита,Зайцев,M,46,Регион,9,609,58584,0,1,0,0,0,
7706,Ольга,Воробьёва,F,54,Санкт-Петербург,7,611,53763,119989,1,1,0,1,2026-02-24
7707,Александр,Петров,M,39,Санкт-Петербург,6,767,30000,155230,2,1,1,0,
7708,Павел,Козлов,M,18,Москва,2,508,80841,0,1,1,0,0,
7709,Андрей,Попов,M,33,Регион,9,645,99282,0,1,0,1,0,
7710,Наталья,Смирнова,F,57,Регион,0,675,106587,1820777,1,1,1,0,
7711,Никита,Лебедев,M,34,Регион,6,744,65518,27429,2,1,0,0,
7712,Юлия,Соловьёва,F,18,Санкт-Петербург,6,638,41689,300232,1,1,1,0,
7713,Сергей,Козлов,M,43,Регион,10,747,49362,1238476,2,0,1,0,
7714,Сергей,Зайцев,M,44,Санкт-Петербург,1,645,65682,560500,4,1,0,0,
7715,Артём,Васильев,M,29,Регион,3,662,59204,43180,3,0,0,0,
7716,Дмитрий,Смирнов,M,35,Регион,0,658,36058,66582,1,0,1,1,2026-04-08
7717,Мария,Кузнецова,F,28,Санкт-Петербург,2,716,30000,0,3,1,0,0,
7718,Анна,Кузнецова,F,44,Санкт-Петербург,10,704,42900,49814,3,1,0,0,
7719,Наталья,Соловьёва,F,39,Москва,0,539,50709,0,1,1,1,0,
7720,Максим,Воробьёв,M,24,Москва,8,672,72077,170934,4,1,0,0,
7721,Павел,Волков,M,38,Регион,10,704,46826,25249,3,1,0,1,2026-02-26
7722,Татьяна,Семёнова,F,29,Москва,1,796,51488,107649,2,1,0,0,
7723,Александр,Волков,M,56,Регион,3,549,64021,126751,2,1,0,0,
7724,Артём,Морозов,M,49,Москва,9,704,153276,0,4,1,1,0,
7725,Юлия,Голубева,F,37,Москва,7,615,54186,0,1,1,1,0,
7726,Кирилл,Соколов,M,39,Регион,0,669,30000,57386,2,1,1,0,
7727,Андрей,Смирнов,M,50,Москва,9,543,39707,145883,3,0,1,0,
7728,Алексей,Смирнов,M,36,Регион,8,649,177158,0,1,0,1,1,2026-01-18
7729,Мария,Васильева,F,47,Регион,3,682,141560,0,1,1,1,0,
7730,Сергей,Попов,M,56,Санкт-Петербург,4,553,105215,312501,1,1,1,0,
7731,Светлана,Петрова,F,32,Санкт-Петербург,3,795,91210,13290,4,1,1,0,
7732,Алексей,Богданов,M,58,Москва,5,496,91838,243576,2,0,1,0,
7733,Дмитрий,Иванов,M,54,Регион,8,704,51876,66639,2,1,0,0,
7734,Алексей,Зайцев,M,41,Москва,7,407,100748,0,1,1,0,0,
7735,Ксения,Семёнова,F,33,Регион,10,625,103128,0,2,1,0,0,
7736,Дмитрий,Соловьёв,M,41,Регион,1,698,99377,238240,1,0,1,1,2026-04-08
7737,Дарья,Воробьёва,F,35,Москва,10,721,41807,1572620,4,1,1,0,
7738,Никита,Виноградов,M,28,Регион,9,639,49275,926145,2,1,0,0,
7739,Иван,Виноградов,M,44,Санкт-Петербург,4,626,40739,32319,2,1,1,1,2026-03-20
7740,Алексей,Виноградов,M,26,Санкт-Петербург,1,707,108898,257548,4,1,0,1,2026-01-02
7741,Ирина,Зайцева,F,34,Москва,2,745,71817,0,2,1,0,0,
7742,Кирилл,Смирнов,M,34,Регион,10,788,75757,47396,1,1,0,0,
7743,Анна,Соколова,F,22,Москва,0,521,84570,330103,2,1,1,0,
7744,Светлана,Голубева,F,46,Регион,1,630,30000,129651,3,1,1,0,
7745,Мария,Соловьёва,F,35,Санкт-Петербург,0,431,101632,130243,3,1,1,1,2026-04-20
7746,Наталья,Попова,F,54,Регион,1,513,43281,13189,1,1,1,0,
7747,Елена,Виноградова,F,35,Регион,8,580,45708,30960,1,1,0,1,2026-01-03
7748,Елена,Васильева,F,33,Регион,0,737,36264,33497,2,1,1,0,
7749,Павел,Кузнецов,M,27,Санкт-Петербург,10,602,62818,182630,1,1,0,0,
7750,Мария,Семёнова,F,38,Санкт-Петербург,4,621,57521,237580,1,1,0,0,
7751,Светлана,Кузнецова,F,39,Санкт-Петербург,5,680,30000,792165,1,1,0,0,
7752,Михаил,Козлов,M,47,Москва,6,583,30000,0,2,1,0,0,
7753,Елена,Волкова,F,39,Регион,8,451,53024,0,1,1,1,1,2026-01-01
7754,Ксения,Новикова,F,63,Москва,6,575,97575,72233,2,0,0,0,
7755,Павел,Богданов,M,43,Санкт-Петербург,0,638,92086,108535,4,1,1,0,
7756,Ирина,Кузнецова,F,26,Регион,9,697,109139,85796,1,1,1,0,
7757,Максим,Соловьёв,M,25,Москва,0,629,53175,133802,2,1,0,1,2026-02-19
7758,Алексей,Попов,M,44,Регион,5,695,48426,0,1,1,0,0,
7759,Павел,Соколов,M,26,Москва,9,742,56015,342855,1,1,1,0,
7760,Елена,Виноградова,F,45,Москва,5,762,97022,73624,1,1,0,1,2026-02-28
7761,Сергей,Соловьёв,M,49,Регион,4,667,157560,109808,2,1,0,0,
7762,Елена,Лебедева,F,49,Санкт-Петербург,3,536,45423,33080,2,0,0,0,
7763,Андрей,Павлов,M,28,Регион,8,525,51048,222657,2,1,1,1,2026-02-17
7764,Артём,Виноградов,M,49,Санкт-Петербург,7,535,60995,135842,1,1,1,0,
7765,Ксения,Зайцева,F,42,Москва,8,543,51065,38847,1,1,1,0,
7766,Никита,Иванов,M,31,Москва,9,660,42260,22202,2,0,1,0,
7767,Елена,Новикова,F,36,Москва,6,839,55526,0,1,1,1,0,
7768,Сергей,Зайцев,M,44,Санкт-Петербург,3,671,37257,473462,1,0,1,0,
7769,Анна,Павлова,F,30,Москва,6,642,92535,662246,3,1,0,0,
7770,Екатерина,Воробьёва,F,42,Санкт-Петербург,3,746,144974,20905,2,1,1,0,
7771,Максим,Петров,M,55,Регион,2,567,50495,302966,2,1,0,0,
7772,Дмитрий,Павлов,M,50,Санкт-Петербург,3,754,162404,257043,1,1,0,1,2026-01-17
7773,Иван,Соловьёв,M,39,Регион,5,747,56120,520127,1,1,1,0,
7774,Наталья,Иванова,F,41,Москва,2,656,39401,0,2,0,0,0,
7775,Наталья,Смирнова,F,32,Регион,3,850,90382,66089,2,1,1,0,
7776,Алексей,Семёнов,M,32,Москва,6,762,34389,253495,2,1,0,0,
7777,Алексей,Петров,M,20,Санкт-Петербург,1,655,87061,4482,3,0,0,1,2026-03-21
7778,Ольга,Васильева,F,41,Москва,1,636,69728,0,1,1,1,0,
7779,Кирилл,Козлов,M,46,Москва,8,607,46995,34772,1,1,0,0,
7780,Светлана,Богданова,F,37,Москва,9,637,44106,44037,1,0,0,0,
7781,Ирина,Волкова,F,27,Москва,3,640,35466,15929,1,1,0,0,
7782,Андрей,Голубев,M,39,Регион,1,618,111186,50150,1,0,0,0,
7783,Юлия,Соколова,F,54,Москва,5,629,52384,0,1,1,1,0,
7784,Иван,Смирнов,M,49,Регион,1,531,72167,0,1,1,0,0,
7785,Иван,Семёнов,M,38,Санкт-Петербург,9,593,59480,0,2,0,1,0,
7786,Ольга,Богданова,F,63,Москва,0,490,52719,0,3,1,0,0,
7787,Дарья,Козлова,F,70,Москва,5,691,72826,57335,2,1,0,0,
7788,Юлия,Голубева,F,32,Москва,4,658,81406,88450,2,1,0,0,
7789,Екатерина,Петрова,F,35,Регион,5,638,65063,10671,1,1,0,0,
7790,Иван,Лебедев,M,46,Москва,8,739,53459,0,1,0,1,0,
7791,Ольга,Петрова,F,27,Регион,2,564,31195,0,1,1,1,0,
7792,Ксения,Смирнова,F,48,Москва,10,579,41685,245157,1,1,0,0,
7793,Кирилл,Зайцев,M,39,Москва,10,502,49829,20255,2,1,1,0,
7794,Кирилл,Соловьёв,M,42,Москва,4,752,60454,82297,2,1,1,0,
7795,Ирина,Воробьёва,F,31,Регион,4,711,30000,0,1,0,1,0,
7796,Светлана,Новикова,F,29,Санкт-Петербург,2,783,86828,12295,2,0,1,0,
7797,Никита,Васильев,M,18,Регион,8,808,72595,0,1,1,0,0,
7798,Екатерина,Виноградова,F,56,Москва,7,608,42228,15883,1,1,0,0,
7799,Никита,Соколов,M,49,Москва,4,579,34552,58957,1,1,1,0,
7800,Павел,Голубев,M,46,Регион,7,470,39657,0,2,1,0,0,
7801,Павел,Зайцев,M,42,Санкт-Петербург,4,540,30000,154682,1,0,0,0,
7802,Ольга,Виноградова,F,18,Регион,7,618,48845,69266,3,1,0,1,2026-02-28
7803,Сергей,Голубев,M,29,Санкт-Петербург,9,444,53761,21334,1,0,0,0,
7804,Александр,Васильев,M,35,Регион,4,542,103889,614072,3,0,1,1,2026-04-24
7805,Михаил,Голубев,M,25,Москва,7,642,79585,0,1,1,1,0,
7806,Ирина,Новикова,F,18,Регион,6,739,126535,322614,3,0,1,0,
7807,Ксения,Попова,F,26,Москва,0,578,64044,26522,1,1,0,0,
7808,Павел,Попов,M,39,Регион,0,663,34660,61587,1,0,0,0,
7809,Анна,Новикова,F,39,Москва,2,836,170147,327396,1,1,1,0,
7810,Андрей,Морозов,M,49,Регион,2,469,49458,40136,1,0,1,0,
7811,Алексей,Виноградов,M,63,Регион,2,759,30000,98116,2,1,0,0,
7812,Дарья,Виноградова,F,46,Регион,10,688,68335,91258,3,1,1,1,2026-03-22
7813,Татьяна,Морозова,F,36,Санкт-Петербург,6,777,30000,5793,1,1,1,0,
7814,Кирилл,Петров,M,60,Санкт-Петербург,0,747,56910,90898,1,0,0,0,
7815,Светлана,Соловьёва,F,19,Регион,9,584,45018,0,1,1,0,1,2026-03-21
7816,Павел,Зайцев,M,18,Санкт-Петербург,3,650,81979,0,3,0,1,1,2026-03-29
7817,Юлия,Васильева,F,27,Регион,10,504,106098,41632,1,0,0,1,2026-04-18
7818,Ксения,Соколова,F,48,Москва,2,598,49273,0,1,1,1,0,
7819,Светлана,Соловьёва,F,40,Санкт-Петербург,0,653,47208,37189,1,1,1,1,2026-04-04
7820,Кирилл,Богданов,M,24,Москва,1,680,94362,52463,1,1,1,0,
7821,Елена,Волкова,F,29,Регион,4,729,37795,204499,1,1,1,0,
7822,Елена,Зайцева,F,23,Москва,10,808,62236,50423,2,0,0,0,
7823,Артём,Петров,M,23,Санкт-Петербург,6,606,82859,112635,1,0,1,0,
7824,Александр,Морозов,M,57,Регион,1,764,37259,125663,3,1,1,0,
7825,Юлия,Волкова,F,36,Санкт-Петербург,3,677,49992,51582,2,1,1,0,
7826,Алексей,Кузнецов,M,59,Регион,5,519,63611,316693,1,0,1,0,
7827,Дарья,Богданова,F,27,Москва,5,635,133044,62940,1,1,1,1,2026-03-30
7828,Дмитрий,Кузнецов,M,44,Санкт-Петербург,9,662,30000,50347,1,1,1,0,
7829,Анна,Павлова,F,41,Санкт-Петербург,0,566,54747,371700,2,1,0,0,
7830,Андрей,Зайцев,M,49,Санкт-Петербург,0,546,134894,116352,2,1,1,0,
7831,Екатерина,Васильева,F,41,Регион,7,543,107238,5596,1,1,1,0,
7832,Дарья,Смирнова,F,50,Москва,1,596,50750,4062,1,1,1,0,
7833,Павел,Волков,M,45,Санкт-Петербург,7,564,57366,668056,3,1,1,0,
7834,Светлана,Зайцева,F,25,Москва,3,773,78878,109041,1,0,1,0,
7835,Ксения,Воробьёва,F,47,Регион,4,405,79864,0,1,0,0,1,2026-02-08
7836,Иван,Васильев,M,37,Регион,1,661,136883,6890,1,0,0,1,2026-02-04
7837,Дмитрий,Попов,M,29,Москва,8,703,118051,82825,3,1,1,0,
7838,Ирина,Виноградова,F,46,Санкт-Петербург,2,554,30000,27844,1,1,1,0,
7839,Юлия,Васильева,F,49,Санкт-Петербург,0,627,30000,67595,2,1,0,0,
7840,Александр,Воробьёв,M,32,Регион,6,616,43209,0,2,1,0,0,
7841,Екатерина,Васильева,F,34,Москва,1,642,30000,69739,1,1,1,0,
7842,Михаил,Воробьёв,M,21,Санкт-Петербург,1,716,131592,0,1,1,1,0,
7843,Михаил,Лебедев,M,18,Регион,2,707,30000,154406,1,1,0,0,
7844,Ксения,Соловьёва,F,35,Санкт-Петербург,7,590,50036,91273,1,1,0,0,
7845,Андрей,Лебедев,M,48,Регион,8,500,35500,112188,2,1,0,0,
7846,Александр,Смирнов,M,31,Москва,10,667,30000,0,2,0,0,0,
7847,Татьяна,Виноградова,F,55,Регион,10,584,121595,89259,2,1,0,1,2026-01-14
7848,Алексей,Виноградов,M,36,Москва,2,597,42360,126539,3,1,1,0,
7849,Дмитрий,Петров,M,36,Москва,2,672,188006,89756,3,0,0,0,
7850,Ольга,Павлова,F,35,Санкт-Петербург,2,606,139141,587149,3,1,0,0,
7851,Ирина,Волкова,F,50,Санкт-Петербург,2,681,59760,71890,2,0,1,0,
7852,Татьяна,Попова,F,26,Регион,0,850,30000,20147,1,0,0,1,2026-04-20
7853,Ольга,Павлова,F,36,Москва,6,719,48819,98659,1,1,0,1,2026-03-09
7854,Никита,Волков,M,31,Москва,0,784,235989,49557,1,1,1,0,
7855,Артём,Иванов,M,31,Регион,0,701,77414,12458,3,1,0,0,
7856,Ирина,Морозова,F,38,Москва,4,658,54156,68495,1,1,1,0,
7857,Дмитрий,Новиков,M,37,Регион,8,703,41487,0,1,1,0,0,
7858,Дмитрий,Павлов,M,51,Регион,5,698,101958,0,1,1,0,1,2026-03-12
7859,Анна,Соколова,F,38,Москва,4,736,74744,362194,1,1,1,0,
7860,Ксения,Павлова,F,45,Регион,2,656,70993,0,3,1,0,1,2026-02-08
7861,Екатерина,Смирнова,F,40,Регион,7,519,118381,0,3,1,1,0,
7862,Никита,Воробьёв,M,55,Регион,3,503,114627,0,1,0,1,0,
7863,Никита,Попов,M,34,Москва,10,696,77835,108199,2,0,1,0,
7864,Иван,Семёнов,M,34,Санкт-Петербург,1,537,30000,0,2,1,0,1,2026-03-16
7865,Светлана,Новикова,F,47,Регион,8,719,33210,0,1,1,0,1,2026-03-20
7866,Иван,Новиков,M,34,Санкт-Петербург,7,784,41359,72266,1,1,0,0,
7867,Павел,Воробьёв,M,44,Москва,4,628,58550,0,1,0,0,0,
7868,Александр,Соловьёв,M,66,Москва,4,771,147179,0,1,1,1,0,
7869,Ольга,Семёнова,F,26,Регион,10,676,205164,46205,2,1,1,0,
7870,Мария,Семёнова,F,56,Регион,8,653,75736,10506,1,1,0,0,
7871,Дмитрий,Семёнов,M,32,Регион,0,657,83293,20489,3,0,1,1,2026-03-21
7872,Никита,Петров,M,54,Регион,6,567,30000,712302,2,1,1,0,
7873,Павел,Волков,M,46,Москва,8,554,46459,0,1,0,1,0,
7874,Дмитрий,Виноградов,M,45,Регион,4,486,42964,248200,1,1,0,0,
7875,Дарья,Зайцева,F,36,Москва,7,577,40864,0,1,0,0,0,
7876,Михаил,Соколов,M,35,Москва,6,850,84781,286962,3,1,1,0,
7877,Светлана,Новикова,F,29,Москва,3,501,45680,159979,1,0,0,1,2026-04-06
7878,Ирина,Лебедева,F,38,Регион,0,532,30000,1076523,3,0,0,0,
7879,Светлана,Лебедева,F,36,Москва,0,569,99266,479223,2,1,0,1,2026-01-03
7880,Ирина,Новикова,F,40,Санкт-Петербург,7,574,123266,238667,2,1,0,0,
7881,Артём,Попов,M,21,Санкт-Петербург,8,677,71180,0,2,1,0,0,
7882,Никита,Васильев,M,38,Москва,4,589,54126,24079,2,0,0,1,2026-04-14
7883,Дмитрий,Козлов,M,53,Санкт-Петербург,5,630,34904,0,1,1,1,0,
7884,Юлия,Иванова,F,49,Москва,5,565,36229,0,1,1,1,0,
7885,Иван,Кузнецов,M,38,Москва,9,602,113843,60432,2,1,1,0,
7886,Михаил,Воробьёв,M,69,Санкт-Петербург,5,644,38215,230076,2,1,1,0,
7887,Павел,Голубев,M,31,Регион,6,637,200304,108339,1,1,1,0,
7888,Дмитрий,Морозов,M,37,Регион,6,848,105849,98430,1,0,1,0,
7889,Анна,Голубева,F,21,Регион,1,647,73408,614725,1,0,1,0,
7890,Ольга,Лебедева,F,33,Москва,7,629,305203,111924,1,1,0,0,
7891,Мария,Козлова,F,59,Москва,9,400,128726,0,1,0,0,0,
7892,Ксения,Волкова,F,34,Санкт-Петербург,1,674,46247,337293,2,1,0,0,
7893,Дмитрий,Попов,M,20,Регион,0,452,32397,126933,2,1,1,0,
7894,Андрей,Голубев,M,48,Москва,5,705,46426,0,1,0,0,1,2026-02-03
7895,Михаил,Морозов,M,43,Москва,8,664,56296,31346,1,1,1,0,
7896,Ирина,Петрова,F,48,Регион,0,730,37987,0,1,1,1,0,
7897,Ирина,Попова,F,34,Регион,8,587,30495,750389,1,1,1,0,
7898,Александр,Соловьёв,M,26,Москва,2,653,68958,44052,3,1,0,0,
7899,Елена,Васильева,F,36,Регион,2,718,102020,141083,1,0,1,0,
7900,Павел,Семёнов,M,45,Санкт-Петербург,2,557,182521,167176,1,0,0,1,2026-04-08
7901,Артём,Новиков,M,37,Санкт-Петербург,5,711,62694,0,2,1,1,0,
7902,Елена,Зайцева,F,43,Санкт-Петербург,6,706,85948,93673,2,0,1,0,
7903,Ольга,Попова,F,32,Регион,5,637,30000,0,2,1,0,1,2026-02-22
7904,Ольга,Васильева,F,43,Москва,6,808,100225,0,1,1,0,0,
7905,Дарья,Козлова,F,38,Регион,8,702,32686,1491982,2,1,1,0,
7906,Никита,Семёнов,M,30,Москва,9,483,71889,17344,3,0,0,0,
7907,Екатерина,Виноградова,F,40,Регион,8,749,58345,938000,1,1,1,0,
7908,Юлия,Павлова,F,33,Регион,5,584,51786,0,1,1,1,0,
7909,Ольга,Васильева,F,45,Регион,2,730,30000,98058,1,1,1,1,2026-02-20
7910,Иван,Смирнов,M,48,Регион,8,680,38017,183173,1,1,0,0,
7911,Ксения,Зайцева,F,44,Регион,7,386,33768,70256,1,1,1,0,
